case_index,profile,num_modes,mode_index,n,m,moved_estimated_coeff,repaired_estimated_coeff,reference_coeff,nominal_true_coeff,moved_true_coeff,repaired_true_coeff,moved_estimated_residual,repaired_estimated_residual,moved_true_residual,repaired_true_residual
1,realistic,12,1,0,0,25.09840950424104,25.869628974440168,25.95048522710722,-45.04835239686814,-50.82311277301876,-54.41074199734736,-0.8520757228661786,-0.08085625266705065,-5.774760376150617,-9.362389600479219
1,realistic,12,2,1,-1,-2.9089781709350646,-0.5874946980618393,-0.5737238916766804,9.101732700855791e-10,-19.413044952951637,-0.6823547292652989,-2.3352542792583844,-0.013770806385158929,-19.41304495386181,-0.6823547301754722
1,realistic,12,3,1,1,-2.998812977857327,-0.5622288957753592,-0.5576846874710721,9.101737787932385e-10,-17.47238468289401,0.26805573240790503,-2.441128290386255,-0.004544208304287034,-17.472384683804183,0.26805573149773126
1,realistic,12,4,2,-2,-0.1614656411843581,-0.2997271801429782,-0.259357072904847,1.99201677505631e-10,-0.0006600937539023022,-0.11659200670179698,0.09789143172048889,-0.040370107238131225,-0.0006600939531039797,-0.11659200690099866
1,realistic,12,5,2,0,1.3602670394657561,1.9379161288964477,1.948083725075599,57.56812206936362,64.89077056912859,69.4460758516023,-0.5878166856098428,-0.010167596179151195,7.3226484997649735,11.877953782238684
1,realistic,12,6,2,2,-0.3196893696376708,-0.2954420375926061,-0.28234199001744553,7.105427357601002e-15,-0.03734072580686032,-0.11142318423097208,-0.037347379620225274,-0.01310004757516059,-0.037340725806867425,-0.11142318423097919
1,realistic,12,7,3,-3,-1.1761919841210915,-0.10209149147313903,-0.05942626914636909,-3.85698584182137e-10,0.005804880780315713,0.0005098258965912095,-1.1167657149747223,-0.04266522232676995,0.005804881166014297,0.0005098262822897937
1,realistic,12,8,3,-1,-0.3696307930664331,0.10784477646352843,0.1256983050915297,-3.447091501129762e-10,9.679467517063767,0.6240914428934659,-0.4953290981579628,-0.017853528628001283,9.679467517408476,0.624091443238175
1,realistic,12,9,3,1,-0.2700607004766396,0.1827140769876202,0.17372681292641642,-3.4471428641234814e-10,8.571361409575534,-0.38993211772477554,-0.443787513403056,0.008987264061203787,8.571361409920248,-0.3899321173800612
1,realistic,12,10,3,3,0.9198436748694564,-0.08239339546385559,-0.06219529942206452,3.8569430201723653e-10,-0.0050659011079643435,0.0002744819904125645,0.9820389742915209,-0.02019809604179107,-0.0050659014936586455,0.0002744816047182625
1,realistic,12,11,4,-4,-0.09362815884289634,-0.12488518179934678,-0.1362408576577137,4.640385298237959e-17,-1.6343050468492493e-08,-2.6109458775569472e-08,0.04261269881481737,0.011355675858366929,-1.6343050514896346e-08,-2.6109458821973325e-08
1,realistic,12,12,4,-2,-0.1546652070597971,-0.23310989655793316,-0.24701676475825024,-1.2852545416830452e-11,0.0003951458470794478,0.06750869905967552,0.09235155769845313,0.013906868200317085,0.0003951458599319932,0.06750869907252807
2,realistic,12,1,0,0,25.17837999151619,25.886197813962337,25.95048522710722,-45.04835239686814,-51.779012424811874,-51.87699420759725,-0.7721052355910274,-0.06428741314488207,-6.730660027943735,-6.82864181072911
2,realistic,12,2,1,-1,-3.1382534263635082,-0.5943505906636299,-0.5737238916766804,9.101732700855791e-10,-22.31542725335705,-0.37559477900643046,-2.564529534686828,-0.020626698986949576,-22.315427254267224,-0.3755947799166037
2,realistic,12,3,1,1,-1.9405430127058958,-0.5689883402441579,-0.5576846874710721,9.101737787932385e-10,-10.80798552671381,-0.10601917422221918,-1.3828583252348237,-0.01130365277308576,-10.807985527623984,-0.10601917513239296
2,realistic,12,4,2,-2,-0.20542447517765688,-0.28915612562400106,-0.259357072904847,1.99201677505631e-10,0.0014295106375952216,0.001419256381681805,0.05393259772719011,-0.029799052719154062,0.001429510438393544,0.0014192561824801274
2,realistic,12,5,2,0,1.4774918036663438,1.926922240393954,1.948083725075599,57.56812206936362,66.11437865609824,66.2389808805821,-0.4705919214092551,-0.021161484681644804,8.546256586734621,8.670858811218487
2,realistic,12,6,2,2,-0.6612346571175152,-0.30220474811921516,-0.28234199001744553,7.105427357601002e-15,-0.011181093646021267,-0.011863915265941216,-0.37889266710006964,-0.01986275810176963,-0.011181093646028373,-0.011863915265948322
2,realistic,12,7,3,-3,-1.268456403151567,-0.07485560670253519,-0.05942626914636909,-3.85698584182137e-10,0.006614479451730659,0.00016205992790574442,-1.2090301340051979,-0.0154293375561661,0.0066144798374292435,0.0001620603136043286
2,realistic,12,8,3,-1,-0.41643724563589585,0.10526345417593436,0.1256983050915297,-3.447091501129762e-10,11.079181260821581,0.2441571127382609,-0.5421355507274256,-0.020434850915595354,11.07918126116629,0.24415711308297006
2,realistic,12,9,3,1,-0.03654700458697299,0.19552999871611249,0.17372681292641642,-3.4471428641234814e-10,5.309076301443033,0.02286326253463522,-0.21027381751338942,0.02180318578969606,5.309076301787748,0.022863262879349505
2,realistic,12,10,3,3,0.46432527296155446,-0.05914171496392859,-0.06219529942206452,3.8569430201723653e-10,-0.0031425702089429297,-4.926884705384188e-06,0.5265205723836189,0.00305358445813593,-0.0031425705946372317,-4.927270399686205e-06
2,realistic,12,11,4,-4,-0.12198369349600498,-0.13291524141922678,-0.1362408576577137,4.640385298237959e-17,-3.3794744780379915e-10,-2.324246711760125e-09,0.014257164161708732,0.003325616238486928,-3.3794749420765213e-10,-2.324246758163978e-09
2,realistic,12,12,4,-2,-0.15780136375602982,-0.22981715687746096,-0.24701676475825024,-1.2852545416830452e-11,-0.0008246726301064378,-0.0008188049060340527,0.08921540100222042,0.01719960788078928,-0.0008246726172538923,-0.0008188048931815073
3,realistic,12,1,0,0,24.924329151381745,25.82314354348456,25.95048522710722,-45.04835239686814,-50.743582648896606,-53.560182811489376,-1.0261560757254742,-0.12734168362266018,-5.695230252028466,-8.511830414621237
3,realistic,12,2,1,-1,-3.7820531278009755,-0.7858821879091309,-0.5737238916766804,9.101732700855791e-10,-30.37897682729519,-2.7403279621344545,-3.208329236124295,-0.21215829623245053,-30.378976828205364,-2.740327963044628
3,realistic,12,3,1,1,-2.0441062907339647,-0.6035255595882261,-0.5576846874710721,9.101737787932385e-10,-11.048764494793929,0.19002777886827826,-1.4864216032628925,-0.04584087211715393,-11.048764495704102,0.1900277779581045
3,realistic,12,4,2,-2,-0.2017936365268879,-0.2522566102258522,-0.259357072904847,1.99201677505631e-10,6.196634301058879e-05,0.03885334759031214,0.057563436377959104,0.007100462678994779,6.196614380891128e-05,0.03885334739111047
3,realistic,12,5,2,0,1.2029130400423442,1.950731211649357,1.948083725075599,57.56812206936362,64.78878764485252,68.36139841187807,-0.7451706850332547,0.0026474865737580178,7.220665575488901,10.793276342514453
3,realistic,12,6,2,2,-0.9046911132399816,-0.28885541600169096,-0.28234199001744553,7.105427357601002e-15,-0.045082954560250244,0.08368442760719219,-0.6223491232225361,-0.0065134259842454245,-0.04508295456025735,0.08368442760718509
3,realistic,12,7,3,-3,-1.5315973872971105,-0.17528498096104012,-0.05942626914636909,-3.85698584182137e-10,0.009047100370054295,0.0009543841029380218,-1.4721711181507413,-0.11585871181467103,0.00904710075575288,0.000954384488636606
3,realistic,12,8,3,-1,-0.5006827279922679,0.06390052450313981,0.1256983050915297,-3.447091501129762e-10,15.108950013585975,1.3791210431627867,-0.6263810330837976,-0.0617977805883899,15.108950013930684,1.3791210435074959
3,realistic,12,9,3,1,-0.061166344340740024,0.16920379034564906,0.17372681292641642,-3.4471428641234814e-10,5.389531133555341,-0.2895758202321188,-0.23489315726715645,-0.004523022580767366,5.389531133900055,-0.2895758198874045
3,realistic,12,10,3,3,0.471355223387391,-0.08350269586164258,-0.06219529942206452,3.8569430201723653e-10,-0.003174124737754358,0.00023086035714190573,0.5335505228094555,-0.02130739643957806,-0.00317412512344866,0.0002308599714476037
3,realistic,12,11,4,-4,-0.11817497868037859,-0.1283674080000206,-0.1362408576577137,4.640385298237959e-17,-2.274574217864256e-08,1.245959785484141e-07,0.018065878977335123,0.007873449657693099,-2.274574222504641e-08,1.2459597850201024e-07
3,realistic,12,12,4,-2,-0.1583222977004406,-0.23697620760669857,-0.24701676475825024,-1.2852545416830452e-11,-1.752156869394561e-05,-0.022678251105354347,0.08869446705780965,0.010040557151551666,-1.7521555841400194e-05,-0.0226782510925018
4,realistic,12,1,0,0,25.77931907489777,25.915531743541685,25.95048522710722,-45.04835239686814,-51.86344460680435,-54.06162531360387,-0.17116615220944809,-0.03495348356553407,-6.815092209936211,-9.01327291673573
4,realistic,12,2,1,-1,0.6487560371626425,-0.5544374825058338,-0.5737238916766804,9.101732700855791e-10,10.627682996335487,-0.007191890346646801,1.2224799288393229,0.019286409170846563,10.627682995425314,-0.007191891256820071
4,realistic,12,3,1,1,-0.021910058376401004,-0.5777732956505572,-0.5576846874710721,9.101737787932385e-10,5.86166060357167,0.11853109981184598,0.5357746290946711,-0.0200886081794851,5.8616606026614955,0.1185310989016722
4,realistic,12,4,2,-2,-0.2958406168453678,-0.2884438762240735,-0.259357072904847,1.99201677505631e-10,-0.004322896569469936,-0.0022702183741648563,-0.03648354394052078,-0.02908680331922653,-0.004322896768671614,-0.002270218573366534
4,realistic,12,5,2,0,1.822053215954499,1.915116259052649,1.948083725075599,57.56812206936362,66.22170244516312,69.02409283571288,-0.1260305091210998,-0.032967466022949976,8.6535803757995,11.45597076634926
4,realistic,12,6,2,2,-0.4120698129951008,-0.29222322552544244,-0.28234199001744553,7.105427357601002e-15,-0.009767943017717329,-0.00460968227204539,-0.12972782297765528,-0.00988123550799691,-0.009767943017724434,-0.0046096822720524955
4,realistic,12,7,3,-3,0.49479090117033253,-0.06430934272465064,-0.05942626914636909,-3.85698584182137e-10,-0.0030993820121913984,1.806616085531232e-05,0.5542171703167016,-0.004883073578281549,-0.0030993816264928142,1.80665465538965e-05
4,realistic,12,8,3,-1,0.3428020235678038,0.1093873138853847,0.1256983050915297,-3.447091501129762e-10,-5.219505038306938,0.023123112334126006,0.2171037184762741,-0.016310991206145015,-5.219505037962229,0.023123112678835156
4,realistic,12,9,3,1,0.28936210895736425,0.1928629179469915,0.17372681292641642,-3.4471428641234814e-10,-2.9391093874848484,-0.12167474589578545,0.11563529603094783,0.019136105020575084,-2.939109387140134,-0.12167474555107116
4,realistic,12,10,3,3,-0.2926401518246821,-0.07360191498466108,-0.06219529942206452,3.8569430201723653e-10,0.001754134757305792,8.635493553794255e-05,-0.23044485240261758,-0.011406615562596562,0.00175413437161149,8.635454984364053e-05
4,realistic,12,11,4,-4,-0.13431121252176353,-0.13347159741115777,-0.1362408576577137,4.640385298237959e-17,5.836009453474844e-10,1.6588253687332966e-10,0.0019296451359501754,0.002769260246555938,5.836008989436314e-10,1.6588249046947667e-10
4,realistic,12,12,4,-2,-0.27753460175752565,-0.24272453579838796,-0.24701676475825024,-1.2852545416830452e-11,0.0025099886115067527,0.0013141652115098573,-0.030517836999275405,0.004292228959862282,0.002509988624359298,0.0013141652243624027
5,realistic,12,1,0,0,24.715568189486195,25.877762208400345,25.95048522710722,-45.04835239686814,-52.05562744040738,-52.041615728431395,-1.234917037621024,-0.07272301870687414,-7.007275043539238,-6.993263331563256
5,realistic,12,2,1,-1,-3.769310620501001,-0.716733651642814,-0.5737238916766804,9.101732700855791e-10,-28.674103894655914,-1.8162084490968127,-3.195586728824321,-0.14300975996613363,-28.674103895566088,-1.816208450006986
5,realistic,12,3,1,1,1.9311554467472212,-0.5673638930393534,-0.5576846874710721,9.101737787932385e-10,20.063809915096062,0.16665219725990488,2.488840134218293,-0.00967920556828128,20.06380991418589,0.1666521963497311
5,realistic,12,4,2,-2,-0.3397024274900152,-0.26901060686041833,-0.259357072904847,1.99201677505631e-10,-0.0008655116092448623,0.0002387318372317343,-0.08034535458516823,-0.009653533955571336,-0.0008655118084465398,0.0002387316380300568
5,realistic,12,5,2,0,1.1017630711050936,1.935450814274477,1.948083725075599,57.56812206936362,66.46712211349109,66.45069473271342,-0.8463206539705053,-0.012632910801121833,8.899000044127469,8.882572663349798
5,realistic,12,6,2,2,-0.5341587953459631,-0.29051547973136693,-0.28234199001744553,7.105427357601002e-15,-0.012623534264251113,-0.012724313304991242,-0.2518168053285176,-0.0081734897139214,-0.012623534264258218,-0.012724313304998347
5,realistic,12,7,3,-3,-1.5041183093045558,-0.1345452675599134,-0.05942626914636909,-3.85698584182137e-10,0.008485909903624744,0.0005896675587013789,-1.4446920401581866,-0.0751189984135443,0.008485910289323328,0.0005896679443999631
5,realistic,12,8,3,-1,-0.47296681887491776,0.08307083739742716,0.1256983050915297,-3.447091501129762e-10,14.221156535054902,0.9598344510666017,-0.5986651239664474,-0.042627467694102555,14.221156535399611,0.9598344514113109
5,realistic,12,9,3,1,0.7945892158752909,0.18011135232421066,0.17372681292641642,-3.4471428641234814e-10,-9.961175762503565,-0.12938263120585336,0.6208624029488744,0.006384539397794237,-9.96117576215885,-0.12938263086113908
5,realistic,12,10,3,3,-1.1695443534247154,-0.07840121409542711,-0.06219529942206452,3.8569430201723653e-10,0.005923113880008657,8.815180605415904e-05,-1.107349054002651,-0.01620591467336259,0.005923113494314355,8.815142035985702e-05
5,realistic,12,11,4,-4,-0.13223344171141144,-0.12785574229015242,-0.1362408576577137,4.640385298237959e-17,-2.06954986481378e-09,-1.8613167535042052e-09,0.004007415946302273,0.008385115367561286,-2.069549911217633e-09,-1.8613167999080582e-09
5,realistic,12,12,4,-2,-0.21451821978141475,-0.24233336464070593,-0.24701676475825024,-1.2852545416830452e-11,0.0005124611379776489,-0.00012723868335116906,0.03249854497683549,0.004683400117544312,0.0005124611508301943,-0.00012723867049862364
